33640326,0.153968253968,0.241674370793,0.441071428571,0.628012484145,3,1
27597031,0.107702269926,0.52719674901,0.631275777011,0.514811479964,16,1
22981457,0.267857142857,0.13130643286,0.285714285714,0.220751457116,2,1
4688131,0.0400228037356,0.477384448472,0.556561152403,0.579393342213,70,1
27770607,0.0419303798263,0.14754037839,0.407619454136,0.659746004969,57,1
32549444,0.13050898931,0.397839040571,0.56336856171,0.454613507734,7,1
32506823,0.0344276327306,0.140880284205,0.322772201573,0.827553886693,57,1
33427067,0.148687512884,0.473863442731,0.625414734075,0.434313808079,10,1
29618548,0.0722094595414,0.290925866461,0.645238095238,0.372997301015,30,1
27786851,0.928571428571,0.324442842262,0.928571428571,0.646774173636,1,1
33078019,0.0826205655084,0.221947773521,0.469864843428,0.622330498446,16,2
26544151,0.480654761905,0.0890870806375,0.480654761905,0.710142042614,1,2
30782237,0.0552267910006,0.24723111273,0.475693497842,0.675987152251,20,1
32219778,0.0873920744159,0.323433338969,0.491419744277,0.670922205588,9,1
30379067,0.15552154195,0.47576581804,0.670787981859,0.471323486166,10,1
1854070,0.0479947279541,0.127251007164,0.327923519657,0.75064240617,25,1
5861591,0.341666666667,0.226193313354,0.492857142857,0.629087886079,3,2
33284168,0.0624692107507,0.186573280366,0.497602592829,0.629890022427,25,1
32352104,0.0362391989699,0.253927617179,0.427623771932,0.823588678922,48,1
29216552,0.0501984341856,0.65164511807,0.562180663827,0.58181625603,50,2
15871744,0.0633082005364,0.205490826411,0.445179086128,0.713857151408,40,2
27914150,0.128818591831,0.424354424795,0.662061718627,0.511499103104,16,1
30326470,0.0332942398749,0.163449964007,0.461776846214,0.595780272884,60,1
33931170,0.821428571429,0.68599434057,0.821428571429,0.831023779559,1,1
30511214,0.5,0.321287731561,0.5,0.736230533345,1,5
21467491,0.571428571429,0.467099366497,0.571428571429,0.575852600599,1,1
1966113,0.119745542156,0.241616926684,0.404983508555,0.561181242786,11,1
28011002,0.124242493812,0.4580358385,0.601591060278,0.43211920645,15,1
26028176,0.0829079055865,0.464474252613,0.619047619048,0.440776659486,30,1
31285455,0.193452380952,0.141825600062,0.532738095238,0.690906069782,3,1
32732290,0.0286809109197,0.272586435568,0.39468018748,0.846608320026,70,2
30779198,0.0246632688286,0.0341513066362,0.113000617795,0.34184428947,10,1
10464405,0.0611157095805,0.214457068067,0.470538912863,0.546108649672,20,2
20043586,0.0794238011928,0.660114198013,0.681468871555,0.528549686134,36,1
34106111,0.0631923953831,0.115891940753,0.285299555128,0.784741555293,10,1
30404101,0.127551020408,0.43267292011,0.753401360544,0.427955659501,6,1
21417560,0.0598670537801,0.10528629182,0.493929922776,0.617679038595,34,1
33899975,0.125529224848,0.0481125224325,0.295763404046,0.662275506829,4,1
